id,source,text,tip,sentiment,sarcasm
1945,tiktok,E kad se ova udala ima nade i za mene,zabava,-1,1
192,youtube,100x sam pogledala i nikad mi nije dosadila.,filmovi,1,0
1437,youtube,"Ne znam koliko ljudi je upoznato sa cinjenicom da je Lola primljena posle kastinga najvise zbog dredova , a tik pred snimanja je osisala dredove...i zamalo da ipak ne dobije ulogu : )",filmovi,0,0
1560,youtube,Fenomenalni su oboje,zabava,1,0
829,youtube,Plačite za mnom jesenje kiše tuga se naaastavljaaaaaa,sport,0,1
1046,youtube,je l autotune zavija ovoliko ili ona?,muzika,-1,0
521,youtube,Jel ti lepo na only fans-u,zabava,-1,1
1667,youtube,Jos jedna pobjeda za gluhe,muzika,-1,1
258,youtube,"Ova serija je fenomenalna moja preporuka da pogledate sve sezone ove serije svaka cast za glumce I reditelja,najbolji glumci reditelji sve je beskonacno dobro svaka cast momci gluma nije lak posao svaka cast i daj boze da snimate jos I da ste svi zivi I zdravi,VOLI VAS CEO SVET",filmovi,1,0
156,youtube,ovo mi je omiljena serija,filmovi,1,0
1476,youtube,"Ona ne lici na sebe, majka priroda otac estetski hirurg.",muzika,0,1
1603,youtube,Lik prica o samopouzdanju a sve vreme gleda u pod...,zabava,0,1
1694,youtube,Nije ni cudo u kakve degenerike izrastaju danasnji izrodi slusajuci ovo skrnavljanje muzike,muzika,-1,1
1225,youtube,Oće li nekad skinuti naočare,muzika,0,1
1646,youtube,Kakve seljacine,zabava,-1,1
1181,youtube,legenda kaže da će on ući u ginisovu knjigu rekorda nikada nije skinuo naočare,muzika,0,1
995,youtube,Meni se ovo svidja rekla sam sta sam rekla,muzika,-1,0
714,youtube,"Spot je brutalan, moze u rang sa Holivudom. Muzika paše",muzika,1,0
1751,twitter,"Istina,dozvolila je sebi da im strani agenti zavedu dobar deo studenata i omladine, ubedi ih da ustanu protiv države! To treba pod hitno da se reši!",politika,-1,0
461,youtube,Meni je najjace svadjanje u chetu hhahaha,filmovi,0,1
339,youtube,Da li je moguce da se ubace engleski titlovi?,filmovi,0,0
1457,youtube,Srecan rodjendan,muzika,0,0
1237,youtube,Nemoral i blud. Ove devojke... kako ovo sebi mogu da dopuste...,muzika,-1,0
1473,youtube,Brate kad skontas objavljena pjesma prije 5 godina a sad 2025 i jos uvjek je hit,muzika,1,0
177,youtube,Najbolje serije su: samac u braku i jedne ljetne noci,filmovi,0,0
1548,youtube,"Битно је само кад се свађамо , да говори да сам у праву",zabava,0,1
113,youtube,Kad padnem u malu depresiju gledam Drzavni posao a u vecu onda gledam ovaj film.,filmovi,1,0
1280,youtube,Vise smeca na jednom mjestu nisam vidio !!!,muzika,-1,1
606,youtube,Izgleda da se ove godine nece ici nigde,zabava,0,1
204,youtube,Ništa gluplje nije snimljeno od kako kamere postoje,filmovi,-1,0
1599,youtube,ja ne mogu ovo da gledam brate,zabava,-1,1
1342,youtube,Mama mi je rekla sine šta to slusas,muzika,-1,1
1442,youtube,Sto nije ovako danas Boze,filmovi,1,1
411,youtube,"Neko za vreme blokada, živeli studenti i bez predaje",filmovi,1,1
665,youtube,Brate koji je ovo zanr?,muzika,0,0
1572,youtube,ljubav prema jelu je povezala ovo dvoje golupčića :),zabava,1,1
663,youtube,"Ja muzike, braćo mila",muzika,-1,1
195,youtube,Sve sta bilo na piku kod mene na broj,filmovi,0,0
596,youtube,Ehh ko sad ovo gleda,zabava,0,0
1226,youtube,A juce poceo da zivi vec sve naucio da peva a ne zna ni sta,muzika,-1,1
1060,youtube,Дегенерација ЗЕД,muzika,-1,1
1020,youtube,Htela bi drip‍‍,muzika,0,0
1002,youtube,Tako glupa a toliko zarazna pesma da je neverovatno..,muzika,0,1
1671,youtube,"Imas skriven talenat,nastavi da ga krijes",muzika,-1,1
328,youtube,Hvala vam što vraćate stare epizode! Već sam se bila uplašila da ih više neće biti. Mnogo volim ovu seriju i ogroman je njen značaj u mom životu.,filmovi,1,0
96,youtube,Koja je ovo crkva na početku filma?,filmovi,0,0
1149,youtube,"Jos vas deco moze samo vojska spasiti od ovih gluposti, aj da vidite kako je lepo u vojsci sad kad stizaju pozivi redom.",muzika,-1,1
318,youtube,Pahuljice jedu samo oni koji neznaju da kuvaju,filmovi,-1,1
1421,youtube,A sta mi da radimo sa njom...,filmovi,0,1
761,youtube,"ko partizanu rupu kopa, zlezda u nju upada.",sport,0,1
573,youtube,Ja bi pivo od bršljan otvorio,zabava,1,1
975,youtube,0:23 ovo je meme,muzika,0,1
896,youtube,"Kulturno propadanje ,takav glas a sta snima i kako se predstavlja.",muzika,-1,1
1118,youtube,Koliko bolesnih komentara strasno,muzika,-1,0
850,youtube,Koji idiotizam,filmovi,-1,0
1242,youtube,Harizma ispod nule :D,muzika,-1,1
1881,twitter,"cekaj bre, a gde su vam Arapi sad? Ne spominju se nesto..",politika,-1,1
768,youtube,Sta je ovo afrička liga gde su Srbi?,sport,-1,1
994,youtube,"ovo je sta,muzika?",muzika,-1,1
1522,youtube,Jel samo mene ova pesma motivise da ucim??,zabava,0,1
1254,youtube,Ovo je Nobel slušo kad je dobio nagradu,muzika,0,1
383,youtube,"Kakav glumac, neprevazidjeni talenat i umetnik svog života.",filmovi,1,0
1423,youtube,"To ste vi, Ziko, da, to smo mi",filmovi,0,1
1937,tiktok,evo baba slavica me vec pet godina unazad pita kad cu da se udam...,zabava,-1,0
894,youtube,Odlicnee pesme jakee,muzika,1,0
1263,youtube,na deseto slusanje moram reci da mi se svidja(izgubio sam aparat za sluh),muzika,-1,1
1526,youtube,Ajde progovori jos jednu rjec dok PRICAMO.,zabava,-1,1
1114,youtube,Ovo nema veze sa zdravim razumom,muzika,-1,0
1682,youtube,"Pravi letnji hit, idealna za slusanje u autu, teretani, klubu... ma za svaku priliku! Bravo Teodora!!!!",muzika,1,0
531,youtube,sad će napokon da imaju za kiflu,zabava,1,1
1666,youtube,ovo je super pesma kad neko zeli da umre,muzika,-1,1
1657,youtube,kako li je bilo na ovi momci sto su spajali vokal sa muzikom i sa efektima glas je uzas a mogu da zamislim bez,muzika,-1,0
1675,youtube,"jooj hvala vam na ovoj pesmi,mnogo mi je znacila. Posle 5 godina u invalickim kolicima sam ustao i prohodao kako bih ugasio ovu pesmu.",muzika,-1,1
685,youtube,znači ovo je brutalno dobro,muzika,1,0
1402,youtube,Desingerice sve ti je oprosteno...,muzika,-1,1
1361,youtube,bas sve (ne) razumem,muzika,0,1
48,youtube,Maratonci trče počasni krug i Ko to tamo peva zajedno ovom remek delu ne mogu ni da prismrde.,filmovi,1,0
1044,youtube,"Zamisli kad moras da trazis prevod na srpski. Eto ""moderne"" muzike. Sve auto tune.",muzika,-1,1
1985,instagram,Bolesnik sta napisati drugo…?,politika,-1,1
143,youtube,"Dobra serija relaksirajuca, dobri glumci i dobra gluma- za svaku pohvalu!!!!",filmovi,1,0
1941,tiktok,i bogati placu,zabava,0,1
246,youtube,Gdje se moze ovo gledat iz pocetka ???,filmovi,0,0
1545,youtube,Kad sam video da ovo ima 8 i po miliona pregleda mislio sam da je bag neki....,zabava,-1,1
63,youtube,"Brate, Bože.... nemoj, Šomi!",filmovi,0,0
559,youtube,millennial humor meetup,zabava,0,0
1400,youtube,50 nijansi sive,muzika,0,1
1868,twitter,"Uh, ima toga još...",politika,1,1
911,youtube,Jel zna ko ime od tog muskog pjevaca u pjesmi? Nigdje ne pise,muzika,0,0
1133,youtube,"Ma da, udjite u elitu 10 sta fali ako ce vec dobro da plate",muzika,0,1
1663,youtube,Bez zvuka je OK,muzika,-1,1
552,youtube,"greska odmah u startu, max broj poena treba da bude 175... neiskustvo :)",zabava,0,0
547,youtube,ok cekam da se sruši planeta posle ovog,zabava,1,1
1120,youtube,duzi krediti u opisu nego tekst,muzika,0,1
989,youtube,"Jao katastrifa,od muzike boze sta se slusa",muzika,-1,0
1438,youtube,"Као неко ко је имао 12 година када се појавио филм појавио, нисам имао представу шта је овај филм заправо.Сада када имам 37 година, схватам како је ово злато од филма.",filmovi,1,0
429,youtube,Siler I gde su bili mozda dvije rijetke velicine koje su se voljele...,filmovi,0,0
1707,youtube,pesma za sva vremena,muzika,1,0
1228,youtube,goru pesmu u poslednje vreme nisam cuo,muzika,-1,0
617,youtube,Ovo treba bit smesno ili??,zabava,-1,1
1364,youtube,Jedine mane ovi pjesama je sto kratko traju,muzika,1,1
448,youtube,Kraj me razočarao iskreno,filmovi,-1,0
571,youtube,Šavcijgerom iz prve pomoći,zabava,1,1
1214,youtube,Mozda cak i najgori reper ikada mislim neznam stvarno ko ovo slusa iskrvare mi usi kad cujem bilo koju pesmu od njh=ih danas bilo ko moze da napravi pesmi ama bas bilo ko ali ovo je katastrofa lik misli da ume da pravi pesme,muzika,-1,0
231,youtube,To je to samo nastavite i da snimite jos 5 sezona serije i filma 10 tka,filmovi,1,0
812,youtube,Трећи гол је уметност,sport,1,1
1419,youtube,"kazu 'oprosti ali ne zaboravi', ali ne ja zaboravim ali ne oprostim",zabava,0,1
146,youtube,Kako od ovakvog doba i ovakve gospode dodjosmo dovde gde smo i kakvi smo sada?! Tuga!,filmovi,-1,0
1332,youtube,Recenica koju bi izgovorio ivanov mozak kad bi ga imao.....,zabava,-1,1
1960,tiktok,Svaka ti je ko Njegoseva,zabava,1,1
550,youtube,Kao volim ovako zanimljive i kvalitetne videe.Bukvalo su vam svi serijali pre pre zanimljivi i kvalitetni.,zabava,1,0
1155,youtube,"retardi jedni, upropastavate omladinu",muzika,-1,0
515,youtube,"Pitao sam za Žorža i odmah neke ""smetnje""....",zabava,0,1
642,youtube,Pravi srpski country,muzika,1,1
1762,twitter,Srbija ide napred u bolju budućnost i u pravom smeru.,politika,1,0
1609,youtube,Kvalitetan video,zabava,1,0
1996,instagram,"pa kamen da se kandiduje za njega cu da glasam, samo ne za vucica",politika,-1,1
1488,youtube,Matora misli da opet ima 20 godina,muzika,-1,1
363,youtube,Ja ovo gledam miliona puta!!!,filmovi,1,0
1586,youtube,"Ali poenta je što tvoji klipovi Mario, SMEJU DA TRAJU DUŽE OD 18 MINUTA, ČAK JE I POŽELJNO",zabava,1,1
495,youtube,"svi furaju versace jeans ,nema se za versace malo skuplji XD",filmovi,0,1
538,youtube,Једн од јачих квизова,zabava,1,0
417,youtube,Moj najdraži film,filmovi,1,0
1163,youtube,Primite moje saučešće svi koji pravite i slušate ovakve bljuvotine.,muzika,-1,1
474,youtube,Gdje mogu gledati ljudi film ako mi mozete reci molim vas,filmovi,0,0
1703,youtube,"Da, definitivno nam treba smak sveta.",muzika,-1,1
290,youtube,"Remek - delo...Dragi naš Glogi, nikad prežaljeni, a kamoli prevaziđeni, koliko nam nedostaješ...",filmovi,0,0
913,youtube,"Svaki spot isti, hala kola i ona gola",muzika,-1,1
1270,youtube,za osnovnu skolu,muzika,-1,1
1729,youtube,Ima glas ženska koda netko kolje mačku,muzika,-1,1
375,youtube,"Isus je Put, Istina i Život",filmovi,0,0
1104,youtube,otac me izbacio iz kuce nakon ove pjesme,muzika,-1,1
1249,youtube,Kako Se zove devojka na 0:21 u TikTok Ili insta,muzika,0,0
296,youtube,"Imao sam 17 godina '99 i bilo mi je super. Sad tek, posle toliko godina shvatam šta su nam sotone sa zapada uradile...sve im najgore želim i pocrkali do poslednjeg!",filmovi,-1,1
100,youtube,Definitivno film sa EX Yu govornog podrucija ubedljivo nabolji film respektabilan i za Holivud,filmovi,1,0
359,youtube,12:05 rešenje je -pi/2 a ne samo pi/2.,filmovi,0,1
3,youtube,"Ja sam bolan zemlju izgubio, boli me uvo za pritisak !",filmovi,-1,0
1893,twitter,i potruje nas mesom GMO hranom tovljenih životinja?!,hrana,-1,1
1969,tiktok,ovo je toliko glupo da je smesno,zabava,1,1
242,youtube,"Šta mogu reći osim da film predstavlja realnost ili beogradski gas , gde je gudra postala trend. Ako nam čovek na čelu države dozvoljava da ovo ide na tv-u , znači da se i sam pali na kriminal .",filmovi,-1,1
567,youtube,Brate sad mogu da jedem,zabava,1,1
254,youtube,Jedna od najgorih serija ikada. Za klince je ovo kidanje i najbolje. Ali ovo je totalno smece od serije,filmovi,-1,0
364,youtube,"Film je zapravo bogato producirana, tendenciozna i patetična laž.",filmovi,-1,0
690,youtube,"Iskeno, nisam prepoznao jezik na kojem 'pjevaju'",muzika,-1,1
805,youtube,"Гробар сам, али Звезда је тренутно искуснија овим тимом.",sport,0,0
764,youtube,"Lakše je videti tigra u Africi nego Srbina u ""srpskom"" derbiju. Uz kladionice kao sponzore oba kluba. Sve u duhu srpstva i pravoslavlja.",sport,-1,1
1659,youtube,spot je dobar ali pjevanje uzaas,muzika,0,0
1587,youtube,"Kako lik ne zna da gleda u oci sagovornike... U oci druze, u oci",zabava,-1,1
1377,youtube,Da mi doplatite kompenzaciju za ovo 2 minuta zivota potroseno,muzika,-1,1
1731,youtube,Otkud je ova pjesma znam je odnekuud?,muzika,0,0
1602,youtube,Ne veruj zeni koja laze,zabava,0,1
1601,youtube,koliko si ga platio ?,zabava,0,1
271,youtube,Maestralno!Žika je jedan od retkih potomaka slavnih glumaca koji je nasledio očev talenat i profesionalno ga dostigao!,filmovi,1,0
910,youtube,Hit za sva vremena!!! Sluša se i u 2025oj godini! Bravooo Devojke!!!,muzika,1,0
1185,youtube,baki dacu ti milion samo da prestanes sa oviom muzikom,muzika,-1,1
1558,youtube,Ne zna se ko je veca sirovina.,zabava,-1,1
16,youtube,"Ali majca je najjača ""METALLICA""",filmovi,1,0
257,youtube,Nisam srecnik za to Al aj da probam,filmovi,0,1
1161,youtube,Sramota me šta sam poslušala,muzika,-1,1
970,youtube,"Pali ste na niske grane. Od odlicnog pevanja, glupe reklame.",muzika,-1,0
1826,twitter,"""Студенти блокирали Филозофски факултет"" - jel to simbolično kao: nemojte ljudi na ovaj fakultet, nema svrhe.",fakultet,-1,1
1008,youtube,Ovo je jezivooo,muzika,-1,0
622,youtube,"Iskreno, ovo mi više izgleda kao osoba sa šizovrenijom",zabava,-1,1
451,youtube,"Pa i ne uliva mi previše poverenje trejler. Prva sezona je bila koliko toliko realistična. Mafija, Italija, tenderi, služba. Ovo mi sad deluje kao Holivudsko preterivajje u stilu Ramba i Umri muški filmova i nekih trulih fora koje mogu da kupe klinci iz osnovne škole jedino. Realno klincima samo daj pucnjave i loženje i biće zadovoljni. Znam da je ovo film ali se serija nadovezuje...",filmovi,-1,0
1764,twitter,"Kako jeftini trikovi ""Istraživanje: u krugovima potplaćenih i imbecilnih"", bljak.",politika,-1,1
698,youtube,"I stas i glas, samo tetovaze ti ne stoje",muzika,0,0
1335,youtube,Nisam ljubomorna,muzika,0,0
1422,youtube,Ovaj Zika jede slatko ko da mu je poslednje,filmovi,0,1
844,youtube,Secam se premijere na tv-u... Davno bese,filmovi,0,0
568,youtube,opa milane dva videa u jednoj nedelji,zabava,1,1
14,youtube,Ja ne mogu ovu Karan folirantkinju,filmovi,-1,0
1935,tiktok,"sigurno mi nedostaje simsao za humor, ali ovo je uzasno",zabava,-1,1
1432,youtube,tukli tad studente tuku i sad,filmovi,0,1
1924,tiktok,"kako nisam ranije naletela na tvoj profil, pa ti si hit",zabava,1,0
1873,twitter,Шта се дереш магарче,politika,-1,1
1346,youtube,Zna se ko je tata,muzika,1,1
1098,youtube,Dominacija kao i uvek,muzika,1,0
1552,youtube,A konobar vegan,zabava,0,1
1243,youtube,Ove devojke nemaju ponosa i časti,muzika,-1,0
1038,youtube,Jos ima al budala nema,muzika,0,1
1532,youtube,DEBIL SA PEDIGREOM ???,zabava,-1,1
919,youtube,Nigde pozitivnog komentara. Toliko o ovoj krs pesmi,muzika,-1,0
83,youtube,"Nebojša neprikosnovena glumčina, nitko mu neće nikada prići blizu.",filmovi,1,0
1179,youtube,konacno si se setio,muzika,0,1
544,youtube,Mladja uzeo Zagora kao stric poslednju sarmu na slavi,zabava,1,1
446,youtube,"Ne razumem, zašto je kraj filma tako nerealan",filmovi,0,1
191,youtube,Volim ovu seriju!!!!,filmovi,1,0
168,youtube,"Prelepa serija. Cesto je gledam pre spavanja, daje tu neku nostalgiju koju cak ni ja sama nikad nisam dozivela. Stvarno prelepo",filmovi,1,0
784,youtube,"'Profesionalni fudbaler', samo da je promasio golmana, bilo gde bi lopta usla. Umesto toga on pogadja Glazera direktno. Zali boze ko danas igra profesionalni fudbal i na sta je ovo licilo.",sport,-1,0
816,youtube,"Partizanun fali trenutno samo pravi centarfor , Zvezda za nijansu bolja .",sport,0,0
386,youtube,"Neki su pjesnici, a neki su sretni",filmovi,0,1
183,youtube,Ovo mi je omiljena prica ove spisateljice. Mogu je gledati svaki dan! Cak sam narucila i knjigu jer predpostavljam da je knjiga uvijek potpunija nego serija. Izvaredna gluma!,filmovi,1,0
1556,youtube,Najbitnije je da momak ne dize ruku na mene jer ako digne zavrsice na urgentnoj,zabava,0,1
459,youtube,Ako je ko gledo u nek kaze koju informaciju,filmovi,0,0
819,youtube,dal neko osim klinaca i debila prati srpski fudbal ?,sport,-1,1
1447,youtube,ALE ALE ALE ALE,muzika,0,0
1500,youtube,Ja usao da smanjim stres,zabava,1,1
1805,twitter,Bak'suzu jedan.,sport,-1,1
1142,youtube,Zasto niko ne prica kolko ovaj lik smara,muzika,-1,0
1436,youtube,O D L I Č A N RAD,filmovi,1,0
35,youtube,Film je o mladima koji žive u logoru !!!!,filmovi,0,0
581,youtube,Ako stvarno ovako neko provodi prvi maj ko ovaj burzuj on ne zna sta je zivot,zabava,-1,0
1167,youtube,au brate pa od ovo moze da se rikne,muzika,1,1
1451,youtube,Puno mi ličiš na krska,muzika,0,0
983,youtube,Nema nikakvih riba u spotu,muzika,-1,0
708,youtube,Ovde sam samo da čitam komentare,muzika,0,1
944,youtube,Dobro je ima prevod.,muzika,0,1
893,youtube,"Sve na isti kalup,pesmu ubija ovaj vulgarni spot",muzika,-1,0
593,youtube,Ćićo uvek negativan,zabava,0,0
562,youtube,Bukvalno najbolji sklop ljudi u jednom videu,zabava,1,0
751,youtube,posle ovog intervjua problem je bilo šta drugo pogledati na yt jer deluje amaterski spram ova dva gospodina,sport,1,1
1978,tiktok,Danas sam ipak nesto korisno videla na internetu,zabava,1,1
1103,youtube,Ovaj mali se drogira na silu,muzika,0,1
447,youtube,Sve mi se čini da će ovo biti mjuzikl umesto filma,filmovi,-1,1
1652,youtube,Ovi je hit letaaaa,muzika,1,0
1535,youtube,Ja mora ovo da sanjam...,zabava,0,1
1677,youtube,Ovo je vjerojatno najgori tekst koji sam cula u zivotu,muzika,-1,0
1844,twitter,Sjajno stvarno nam je falilo jos jedno poskupljenje,politika,-1,1
1540,youtube,Ja fobiju imam od ovog videa,zabava,-1,1
494,youtube,Ne znam da li sam previse ocekivao od filma ili sta vec. Upravo sam se vratio iz bioskopa i mogu vam reci da nikad u zivotu nisam zazalio za potrosenim parama i vremenom kao danas,filmovi,-1,0
1515,youtube,"moja prica, kad god mi se svidja neki decko, nesto ovako se desi",zabava,0,1
1241,youtube,Pesma je top. Odslusas sad i nikad vise.,muzika,-1,1
1959,tiktok,al svaki video zaslužuje repost,zabava,1,0
1547,youtube,Bravo samo napred samo snimajte,zabava,1,0
1577,youtube,nek se nastavi serija,filmovi,1,0
1356,youtube,Ovo se treba proglasiti najboljim albumom,muzika,1,0
1412,youtube,"Prvi put gledam ovaj spot jer oko meni ljudi govore kako je spot prebezobrazan.I sada kada sam vidila lijepo spot,vidim da ovde nema nista specijalno bezobrazno.Sve ok.",muzika,0,0
1692,youtube,"Odlično odradjena stvar,spot,sve top",muzika,1,0
261,youtube,Najveća greška je sto serija ne može da se bindžuje,filmovi,0,0
727,youtube,Jel ovo Vučić u anamirinom univerzumu?,muzika,0,1
1590,youtube,ne znam zašto ali već 11 meseci imam problem da odgledam ovaj klip do kraja zbog neprijatnosti,zabava,0,1
247,youtube,Ova dva Amerikanca nemaju posla u svojoj državi pa su došli ovde.,filmovi,-1,1
239,youtube,Super što ste ubacili žene u radnju.,filmovi,-1,1
1851,twitter,Genijalna ideja jos jedna komisija da resava ono sto niko ne resava,politika,-1,1
977,youtube,Deca u komentarima vrište,muzika,0,1
316,youtube,Krivo je more teška je to pjesma JAKOOO,filmovi,0,1
1907,tiktok,MENI UOPSTE NIJE JASNO KAKO SE NE ISCEPATE OD SMEHA KAD SNIMATE OVO JA BIH BILA NA PODU VALJALA SE SMEJAJUCI,zabava,1,0
866,youtube,Kako da ja vas slušam kada moram čitati što piše ondje gdje idu slova,zabava,0,1
500,youtube,Tako je braćo srbi ima i holivud da nam zavidi,filmovi,0,1
1642,youtube,koliko ne znas da snimas,zabava,-1,0
800,youtube,Честитке арени спорт!,sport,1,0
1831,twitter,Hvala što ovakvom zlu poklanjate nacionalna dobra.,politika,-1,1
749,youtube,"Ove novopecene,internet-tiktok-sajber generacije da svako jutro gledaju ova dva genijalca i ako nauce bar 1% zivotnih lekcija,pobijedili su",sport,1,1
684,youtube,Ova pesma je nekako bas tuzna,muzika,-1,0
1559,youtube,"A kako bi bilo da vi koji kritikujete devojčin izgled shvatite da je ovo skeč, a ne porno sajt? Bolje obratite pažnju na sadržaj.",zabava,-1,0
1693,youtube,Imam osecaj da bi ovo slusala koja misli da je najpametnija,muzika,0,1
119,youtube,Gledam jer nije bilo lektira u skoli,filmovi,1,0
1984,instagram,Indijske serije placu za tobom…,politika,-1,1
1967,tiktok,kad ces imati dete? - JA SAM DETE,zabava,0,1
1189,youtube,Koja glupost boze me sacuvaj kolko bazicne rime tipa 3. Razred osnovne,muzika,-1,1
1566,youtube,JA SAM 500. KOMENTAR,zabava,0,0
1025,youtube,Ali KLINAC JE VRHOVNI BOG MUZIKE A vas dvojica ni pola od muzičara,muzika,-1,0
828,youtube,Колико је Звезда боља од свих просто само још једна потврда!,sport,1,0
180,youtube,"Ova Ljiljana,premrsava kao Oliva",filmovi,-1,1
1531,youtube,"Zivio sam sa njima ,veoma tezak narod",zabava,0,0
1285,youtube,"Kakav film živote rođeni, plačem ceo film kad god ga pustim",filmovi,1,0
22,youtube,Kengur je stekao status kultnog SrBskog filma,filmovi,1,0
1052,youtube,Ajde putine ovo vise ne moze da se podnese ovo je katastrofa. Pozuri molim te.,muzika,-1,1
1754,twitter,Mediji bi trebalo da pruže više konteksta a manje bombastičnih naslova koji izazivaju podele!,politika,-1,0
762,youtube,Hoće li zvezda biti kažnjena?,sport,0,0
1028,youtube,Najbrže snimljena pjesma ovih vremena,muzika,0,1
86,youtube,Smuva li on Ines na kraju?,filmovi,0,0
220,youtube,"Katastrofa od serije, muzika užas,toliko jaka da ne može da se prati serija. Ovog Bikovića forsiraju jer tu ima neko veliku zaradu. Jednostavno rečeno KATASTROFA. Novokomponovane serije ne gledam više.",filmovi,-1,0
1810,twitter,"Genocidni marš za Rusiju, zločinačka nacijo",sport,-1,0
1859,twitter,Svaka cast na borbi protiv korupcije bas je neprimetna,politika,-1,1
1639,youtube,Imaš 30 godina pričaš sa pticama,zabava,0,1
1078,youtube,"taman sam se ponadao da je nešto bez autotjuna, ali i ovde ga izgleda ima. ona bar može da peva i bez njega",muzika,0,1
1231,youtube,Najjače ribe snimaju videe uz ovo,muzika,-1,1
1988,instagram,merna jedinica za debilizam,politika,-1,1
456,youtube,Pogledao film ima 2 mj. predobar je....,filmovi,0,0
1193,youtube,Dislajkujem i cao,muzika,-1,1
801,youtube,Поново је заблистала наша Звезда. Браво за играче и тренера. Лијеп поздрав и за Пaртизановце. Срдачан поздрав из Бање Луке.,sport,1,0
6,youtube,Najbolji film možda šta opisuje sve slojeve društva od dna do vrha sportiste shanere umjetnike izbjeglice crkvu navijače kladionica re neradnike radnike svemir će kriminalce roditelje i ko zna šta u sat i po nevjerojatno remek djelo,filmovi,1,0
1461,youtube,I kakvo ti je to ime,muzika,0,1
820,youtube,Mi Srbi smo najgori Hrvati od svih Hrvata,sport,-1,1
857,youtube,Jel on to glumi acu lukasa?,zabava,0,0
699,youtube,odlicna pjesma za nedjeljni rucak s obitelji,muzika,-1,1
1300,youtube,najbolji antiratni film sto sam ja gledao,filmovi,1,0
468,youtube,"90% sirotinje ovo gleda, 9% ovo živi, 1% ovo kontroliše! Jedno je odgledati film/seriju radi razonode, a drugo je željeti živjeti takav život, a jedina je istina kako trenutno sada živite. Mnogi ljudi su podsvjesno/indirektno upropašteni, jer je filmska industrija utjecala na njihove umove. Nemate dinar u džepu, a propadate duhovno u želji kako da steknete za skupog bmw-a. Pogledajte samo koliko turske serije imaju utjecaja na mlade djevojke, hoćete li da vas lažem? - Znate i sami. Ne kažem da je loše biti imućan, već je loše što se ta vrijednost oduvijek vrednuje, a ne ostale vrijednosti. Koliko je društvo upropašteno, dovoljno vam govori to što se nemoralne pjesme slušaju, gledaju nemoralni filmovi, serije, itd. Vi zapravo još niste shvatili ili ne želite da shvatite, da preko virtuelnog svijeta oni sa vama upravljaju! Morate da imate dobre patike, mnogo para, markiranu odjeću, dobra auta, dobar stan itd. A o storijima da i ne govorim, šta ste radili, gdje ste bili, šta ste jeli/pili. Veoma čudan svijet, u kojem će iskrenost, ljubav, ono iskonski što je u nama - brzo da iščezne. Sve se vrti oko moći i novca, a oni koji su sve ovo napravili nije im to ništa u cilju kao što je 'kontrola'. Kada osjetite ili doživite ovo o čemu sam vam govorio, sjetit ćete se mene. Srdačno vas pozdravljam, hvala!",filmovi,-1,1
1561,youtube,Samo bosanka moze biti ovako lezerna na ovakvu surovu pricu! Zena snova!,zabava,1,1
471,youtube,Jaoooo živim u USA I nemogu nigde da nađem ovaj film da se gleda!,filmovi,0,0
600,youtube,Ajde ćićo peci rostilj ajde ćićo kuvaj kotlić ajde ćićo vadi žaoku AJDE GA JEBI ĆIĆO,zabava,-1,1
377,youtube,Obe verzije ovog filma su odlicne bas kao i glumacke ekipe.,filmovi,1,0
1208,youtube,Mene ova pesma podseća na nekoga,muzika,0,0
1920,tiktok,jel ovo trebalo da bude skec... jer je ziva istina,zabava,1,1
1591,youtube,Motivacioni klip kako NE MUVATI devojku,zabava,0,1
671,youtube,"RESPECT koliko se potrudi oko spotova. Koreografija, sve, u korak sa profesionalnim plesacima.",muzika,1,0
1708,youtube,dobra je na mute,muzika,-1,1
106,youtube,Film koji dočarava mladalačku bezbrižnost i nesvesnost surovosti života odraslih na čijem pragu se nalaze.,filmovi,1,0
950,youtube,Brt mi se ne prodajemo za pare,muzika,-1,1
847,youtube,Pretvorio sam se u uvo,filmovi,1,1
1039,youtube,ne daj boze da vam neko stavi ovu pesmu za alarm uvek se poplasim kad sestri za zvoni alarm,muzika,-1,0
1817,twitter,"Usklini živela Srbija, šef ti sve prati, mogao bi na rotaciju s gospodinom Anom Brnabić...",sport,-1,1
301,youtube,Jedna od boljih,filmovi,1,0
670,youtube,Svetsko a nase!,muzika,1,0
625,youtube,"Znam da je ovo sve gluma, ali ja stalno imam dojam da je stvarno",zabava,0,0
384,youtube,Mladici ce povjerovati da im stvarno netko radi o glavi,filmovi,-1,1
798,youtube,Sad da pregazimo francusku pernatu divljač,sport,-1,0
280,youtube,"Filmicina hvala sto si postavio pratim te,gledao sam ga bezbroj puta i nikad ne dosadi sa ovakvom ekipom poz",filmovi,1,0
98,youtube,"Kako su glumci ružni , krezavi , pomalo debilni , to je tako kad nemaš lepe glumce ,",filmovi,-1,0
330,youtube,"Legendarna serija,serija mog detinjstva",filmovi,1,0
1094,youtube,"Kako je sladak, zaljubila sam se",muzika,1,0
658,youtube,Od ovog je bolja samo 'Kraljević Marko i Musa Kesedžija',muzika,1,1
1384,youtube,Primer kako treba svaki bracni par,muzika,1,0
221,youtube,Samo da ne unistite seriju kao što ste drugi deo filma!!,filmovi,-1,0
1458,youtube,Само да смо здрави ми богати и млади.,muzika,0,0
1388,youtube,Тужно и трагично. Пробили смо дно као друштво.,muzika,-1,0
1107,youtube,hoce malo sutra,muzika,0,1
